Shop ID,Name,Owner Name,City,State,Latitude,Longitude,Past Performance Score (0-100),Rice Capacity (kg),Rice Current Inventory (kg),Rice Price (INR/kg),Wheat Capacity (kg),Wheat Current Inventory (kg),Wheat Price (INR/kg),Dal Capacity (kg),Dal Current Inventory (kg),Dal Price (INR/kg),Sugar Capacity (kg),Sugar Current Inventory (kg),Sugar Price (INR/kg),Oil Capacity (kg),Oil Current Inventory (kg),Oil Price (INR/kg)
280,Loke PLC,Lila Nagy,Delhi,Delhi,28.582734908376562,77.23208294748709,84,3859,402,87.09,2027,280,56.72,1073,175,57.69,4789,152,90.41,4956,68,59.87
281,Mani Group,Omya Kothari,Kolkata,West Bengal,22.609414225437753,88.33161497894474,56,3676,406,84.69,622,446,39.07,4714,170,85.5,1029,79,37.12,2821,55,85.97
282,"Sundaram, Dara and Balakrishnan",Mitali Oza,Delhi,Delhi,28.630063235037117,77.25686312874005,65,1751,210,45.43,4219,252,95.35,3096,474,29.97,3392,418,97.76,3835,118,85.31
283,"Khatri, Dutt and Mukhopadhyay",Sneha Deol,Lucknow,Uttar Pradesh,26.798451599086206,80.92061472904224,75,3247,24,20.7,1936,18,68.3,1978,99,88.61,1766,144,31.42,4874,203,83.54
284,"Atwal, Reddy and Chander",Nitara Vala,Lucknow,Uttar Pradesh,26.88359049844787,80.95326097466389,97,2017,15,50.57,1662,199,28.42,2573,479,91.8,1973,273,28.09,3253,419,85.9
285,Comar Group,Dipta Kalla,Ahmedabad,Gujarat,23.05205103716964,72.61326777969934,98,1878,181,44.14,3800,219,65.81,2013,128,95.74,2097,154,28.98,1872,414,36.92
286,Dube Group,Shaurya Mannan,Mumbai,Maharashtra,19.047567515239773,72.89358854702327,51,2461,498,22.99,3845,135,60.05,1468,56,51.8,3025,398,65.85,1944,54,58.58
287,"Manne, Upadhyay and Mahajan",Kevin Gokhale,Chennai,Tamil Nadu,13.099397151699092,80.27841852367118,50,4805,328,60.43,2986,222,88.45,2696,180,37.37,4261,336,82.48,3876,37,58.79
288,Subramanian-Sodhi,Jack Pandey,Delhi,Delhi,28.663841372577068,77.16382120388606,97,3363,128,52.24,1061,2,62.46,2011,245,49.89,3242,362,49.33,789,242,91.24
289,Shan PLC,Omisha Walla,Jaipur,Rajasthan,26.949043866752767,75.83663369373586,61,3156,41,70.76,4481,450,40.42,1154,143,46.63,4925,324,98.23,2565,200,43.75
290,Rajagopal and Sons,Pahal Arya,Jaipur,Rajasthan,26.87144816952871,75.76616855955307,54,2994,402,69.69,2237,235,74.05,3492,50,34.09,969,335,54.75,563,235,94.52
291,"Trivedi, Deshpande and Boase",Aryan Raj,Hyderabad,Telangana,17.400051164779175,78.51321908645558,86,4505,480,29.66,1404,341,63.41,792,367,68.58,4330,142,32.04,4445,473,56.06
292,Sachdeva-Oak,Chatresh Bhalla,Hyderabad,Telangana,17.40175933855636,78.51748459419413,81,4063,417,98.16,4054,464,38.64,3101,458,58.13,1033,297,57.28,829,14,73.58
293,"Loke, Agate and Mandal",Amara Dyal,Delhi,Delhi,28.651689115904134,77.19071957167654,58,1422,335,34.95,4990,227,65.89,4912,217,89.26,4555,493,74.32,2463,143,41.51
294,"Misra, Suri and Dixit",Zashil Dhingra,Mumbai,Maharashtra,19.03802090553706,72.88214890979609,90,4732,235,55.62,2226,400,85.72,4993,103,22.57,4179,33,86.58,3588,76,52.82
295,Yohannan-Sule,Chakrika Jani,Jaipur,Rajasthan,26.89523812278851,75.80032087483292,84,4962,359,59.05,3423,141,22.29,2088,382,71.51,4587,303,56.7,2990,472,76.78
296,Natarajan-Purohit,Jagrati Sethi,Lucknow,Uttar Pradesh,26.836317269160926,80.96574672066899,68,3459,438,85.05,4031,498,70.47,1095,54,81.04,1261,466,67.49,640,477,61.02
297,Nagy-Gulati,Udarsh Ramachandran,Jaipur,Rajasthan,26.922048547498544,75.79186868884955,97,683,401,27.94,4406,8,47.97,3093,256,80.76,1390,391,41.39,2973,308,94.46
298,"Khare, Rajagopal and Kaur",Yasti Mani,Bangalore,Karnataka,12.944326962726315,77.55191959237685,65,3858,33,54.29,1434,189,43.41,2623,345,90.89,2855,238,71.67,4403,439,78.97
299,Bassi-Nadkarni,Lakshmi Ram,Bangalore,Karnataka,12.938444438514273,77.60885759689472,52,1898,344,70.28,574,349,51.41,2443,155,78.32,2455,137,98.88,949,262,65.15
300,"Solanki, Raj and Raju",Dhriti Bhagat,Delhi,Delhi,28.61024940438006,77.19697857801792,69,3296,380,37.21,794,404,47.36,1415,52,94.22,3471,253,23.92,2325,184,90.93
301,"Doshi, Tandon and Bansal",Zayan Jain,Lucknow,Uttar Pradesh,26.8918478559666,80.98091673613726,73,1036,44,70.2,520,459,86.58,4369,441,46.61,2172,4,90.92,4946,54,73.24
302,Thakkar PLC,Umang Pillai,Chennai,Tamil Nadu,13.11407662883196,80.23159183418468,82,1773,133,93.89,3742,164,41.98,3294,328,60.26,3336,371,64.98,1369,307,71.79
303,Chaudhry-Sarraf,Rishi Menon,Chennai,Tamil Nadu,13.07258227808969,80.27871723692274,73,3467,20,99.8,1538,479,78.65,3578,443,21.13,4144,175,40.17,4064,3,39.71
304,Vora Group,Peter Borde,Hyderabad,Telangana,17.395790509279347,78.51318832615421,60,3549,121,22.6,1609,138,27.52,1475,186,20.56,2797,372,96.39,4159,298,51.59
305,Dhawan Group,Oscar Varkey,Kolkata,West Bengal,22.597287571613585,88.38544909070993,98,1596,69,38.85,4271,275,96.11,1575,363,39.21,4561,409,58.67,4102,39,74.66
306,"Dubey, Borde and Singh",Krishna Baria,Chennai,Tamil Nadu,13.052277798568355,80.22145628749782,57,1805,351,44.82,871,290,69.79,3489,149,28.06,3666,213,46.54,892,229,91.34
307,Nigam-Rao,Arya Lalla,Chennai,Tamil Nadu,13.122503054894999,80.24504822965764,85,1415,360,51.93,1674,52,76.54,3967,263,40.82,1819,363,34.52,1341,376,45.24
308,"Buch, Narasimhan and Walla",Naveen Kumer,Bangalore,Karnataka,12.927626739028957,77.63804360268055,87,3581,47,39.38,1664,174,43.84,1951,249,34.16,683,22,39.56,2948,285,37.24
309,Nadig-Sura,Ganga Shukla,Kolkata,West Bengal,22.542055832318532,88.33053316077431,89,4747,490,36.28,1592,109,52.97,4323,432,22.28,1783,317,86.63,3291,137,67.5
310,"Banik, Biswas and Keer",Balveer Dube,Hyderabad,Telangana,17.36067765677205,78.4651872901962,69,1528,38,96.36,1783,202,37.9,4432,297,92.74,3346,12,69.15,3453,477,25.38
311,"Mani, Karan and Chana",Charan Mitra,Bangalore,Karnataka,12.97969320532628,77.55356263391549,84,2477,286,93.48,2511,435,94.6,2528,410,20.66,2733,392,93.06,1858,102,77.16
312,Chaudhari-Chaudhry,Ishita Bora,Delhi,Delhi,28.603890520680416,77.25667252386626,97,3854,489,23.76,1345,135,59.05,862,422,78.89,4588,240,38.56,1490,6,76.25
313,Ganesan-Mistry,Thomas Gour,Lucknow,Uttar Pradesh,26.808888609333692,80.91431493495347,74,3011,9,47.11,2491,3,70.44,2929,210,32.17,1932,275,29.69,1538,163,48.4
314,Batra LLC,Yashasvi Dutta,Lucknow,Uttar Pradesh,26.8766781095424,80.91465851295371,84,770,29,52.41,1020,154,78.74,4132,24,92.98,3640,91,20.49,527,418,91.41
315,Memon LLC,Netra Chanda,Ahmedabad,Gujarat,23.051840725814785,72.53992284465474,74,1686,243,39.12,4966,171,49.69,2818,293,91.42,2296,107,60.63,887,471,60.17
316,Sankar-Dhingra,Timothy Kala,Ahmedabad,Gujarat,23.068792687523757,72.569754564672,78,4700,273,70.31,4696,423,77.61,3585,340,72.31,2555,440,99.86,1332,422,71.66
317,Wali Group,Garima Patel,Pune,Maharashtra,18.551974864350427,73.84405096830385,67,4264,443,71.23,742,357,74.08,2845,151,73.78,3836,228,75.6,749,419,36.77
318,"Gole, Garde and Gill",Tejas Wali,Lucknow,Uttar Pradesh,26.807930434441122,80.89645840148451,95,2898,87,88.04,3300,46,76.45,4098,23,20.43,1282,151,44.67,2527,364,53.39
319,Raja PLC,Aditya Contractor,Kolkata,West Bengal,22.60451888594268,88.40232064633484,67,4735,243,79.27,3396,93,59.14,4829,251,98.79,2007,107,90.15,2028,275,88.99
320,"Khosla, Tank and Dhar",Sanaya Khosla,Jaipur,Rajasthan,26.94177438503805,75.8019605913423,51,4682,380,63.41,3102,427,50.63,2231,59,90.23,4354,288,82.54,4693,48,37.04
321,Shenoy Ltd,Balveer Nagi,Ahmedabad,Gujarat,23.01360284698067,72.60538613028667,84,2211,328,72.29,2773,47,37.77,526,466,91.61,1176,403,21.23,2338,95,51.25
322,Sharaf-Kumer,Ishaan Raju,Ahmedabad,Gujarat,23.04949447002517,72.57706370579366,65,2730,478,41.92,2041,239,85.97,592,433,72.74,2330,443,85.35,1860,58,45.45
323,"Andra, Shroff and Mani",Barkha Bakshi,Chennai,Tamil Nadu,13.06290605018348,80.29389580675857,90,628,14,67.44,3265,346,68.67,3164,366,47.58,4590,175,44.04,3609,230,32.09
324,"Dugar, Borah and Sathe",Yoshita Trivedi,Hyderabad,Telangana,17.377373825364877,78.50345498992914,85,1769,3,59.14,2614,212,55.55,808,65,91.49,4806,319,31.97,1823,176,43.18
325,Mistry-Samra,Vidhi Bassi,Delhi,Delhi,28.640565613520042,77.1739703967957,82,4172,190,30.67,4991,435,95.52,551,397,43.32,1860,285,38.11,2726,89,38.62
326,"Krishna, Shan and Mittal",Reyansh Nagi,Pune,Maharashtra,18.529060846317545,73.82350142077449,53,2101,167,39.4,3583,339,23.83,818,52,65.02,3186,363,57.49,4180,281,93.89
327,Rajagopalan Group,Gopal Ganesh,Bangalore,Karnataka,13.008525962465106,77.59188919656332,82,4470,8,43.34,2357,323,88.01,2492,415,27.98,690,328,53.99,1391,35,79.29
328,Khalsa Group,Dominic Kade,Chennai,Tamil Nadu,13.042271455552017,80.22306385860463,63,4744,108,93.94,1269,138,99.81,4776,105,93.76,1342,364,43.11,1805,170,45.29
329,"Parmer, Merchant and Merchant",Panini Chawla,Bangalore,Karnataka,12.982309403608879,77.59926974127141,70,1127,136,38.43,1922,204,90.96,4391,95,31.26,834,240,33.78,4692,125,81.07
330,Randhawa LLC,Radhika Bora,Lucknow,Uttar Pradesh,26.82238838476457,80.95940154860205,97,4297,153,43.14,906,380,84.83,4456,475,37.99,1610,144,80.98,761,482,21.77
331,Bawa PLC,Arjun Sharaf,Jaipur,Rajasthan,26.912076685885918,75.83607855202149,69,2544,387,49.55,3472,72,49.94,3192,175,64.65,1078,355,99.21,2840,298,62.12
332,"Taneja, Mangat and Karpe",Baljiwan Chahal,Bangalore,Karnataka,12.98130469168957,77.61218412450874,57,4052,208,73.1,2372,3,38.51,3518,38,81.13,561,13,82.22,2293,354,40.03
333,"Pandey, Kanda and Gupta",Chatura Gokhale,Lucknow,Uttar Pradesh,26.83951996149256,80.96795977656582,56,2841,271,29.46,3194,75,78.79,2524,167,69.55,886,274,43.67,2796,203,29.15
334,"Krishna, Devan and Chatterjee",Ekavir Kari,Mumbai,Maharashtra,19.02758210917656,72.86180900244743,52,3714,142,96.32,2769,328,44.37,4931,41,38.57,1669,70,39.58,2792,288,90.7
335,"Baral, More and Sastry",Nikita Rama,Bangalore,Karnataka,12.981921941021337,77.57832271327554,66,749,98,89.25,1681,76,34.08,2025,366,20.08,2700,314,37.41,2670,355,35.95
336,Patla Ltd,Nidhi Sant,Pune,Maharashtra,18.547662272744937,73.83318954472368,82,3425,376,66.18,1939,303,82.92,1778,103,80.57,2183,194,30.94,824,461,85.79
337,Chana LLC,Anay Ramachandran,Chennai,Tamil Nadu,13.122119087466412,80.23988673247187,97,1474,307,73.92,3553,255,45.0,1013,332,98.82,986,352,64.11,1485,96,53.06
338,Sagar-Gill,Abeer Bhatnagar,Ahmedabad,Gujarat,23.009195607920482,72.55575604747757,61,1825,68,21.33,3833,409,93.16,4837,203,84.79,4232,299,68.43,4352,237,21.14
339,Deo PLC,Elijah Parmar,Pune,Maharashtra,18.477342384274607,73.85860597909083,100,1483,246,47.12,3397,101,87.25,2233,7,56.82,1040,415,76.44,2239,172,78.6
340,Wali-Thaker,Bimala Mitra,Delhi,Delhi,28.630860261613396,77.16599316057095,71,1388,260,83.65,3403,105,87.81,3870,462,92.3,2560,366,74.42,2360,300,67.71
341,Gala-Kurian,Baghyawati Sarma,Chennai,Tamil Nadu,13.05981474365002,80.27998119916535,71,3437,275,26.2,728,332,81.73,4421,281,52.79,4746,10,43.39,3637,87,47.53
342,Merchant-Nigam,Megha Balasubramanian,Bangalore,Karnataka,12.974895778655133,77.57703337531154,95,2617,78,42.59,4459,38,90.47,3000,395,61.99,1738,105,46.42,4398,398,42.52
343,Sidhu Inc,Naksh Walla,Bangalore,Karnataka,12.940632486281908,77.54983388757866,79,3172,145,66.82,2393,475,84.46,3964,42,58.17,1490,257,74.52,1335,350,25.9
344,Kara Ltd,Laban Raman,Delhi,Delhi,28.6001944271846,77.25854804907043,87,1826,110,40.51,1813,313,68.2,2759,434,55.81,4967,473,47.96,4654,16,95.31
345,"Ranganathan, Pau and Chana",Maanas Misra,Pune,Maharashtra,18.51692056122837,73.81271423426008,87,970,257,94.72,1570,274,43.67,3159,109,82.02,2799,380,37.01,3278,139,59.52
346,Atwal-Lalla,Advay Dhaliwal,Lucknow,Uttar Pradesh,26.892462528450537,80.91373029423578,94,2487,92,30.48,1474,87,91.06,755,474,62.14,4407,195,49.95,1896,253,26.84
347,"Dasgupta, Sha and Pillay",Benjamin Ahluwalia,Jaipur,Rajasthan,26.879447793817395,75.77824778530052,100,590,12,83.79,2238,210,87.25,2002,209,45.34,4788,144,41.77,2176,277,89.49
348,"Lala, Raj and Prabhu",Frederick Mody,Jaipur,Rajasthan,26.94458064439011,75.73742366797595,57,1029,259,60.64,3785,368,57.83,2610,236,40.65,1580,464,27.07,4831,150,42.31
349,Kaur Group,Hemangini Kakar,Ahmedabad,Gujarat,23.052044996078973,72.61411778194794,76,4559,425,80.03,1257,76,23.13,906,355,23.02,697,219,86.41,4813,345,36.29
350,Narang PLC,Yauvani Dhar,Pune,Maharashtra,18.51033159158093,73.82194160133305,76,3273,108,44.86,3595,76,71.08,3349,318,66.66,2694,349,88.25,2337,333,42.47
351,Bhatnagar Ltd,Qarin Kant,Chennai,Tamil Nadu,13.106418022500725,80.29755998047885,83,2186,329,61.16,820,441,24.05,3676,48,38.4,2098,423,37.58,4221,139,65.17
352,Mittal-Rege,Rishi Contractor,Mumbai,Maharashtra,19.110203329437642,72.87979579772721,70,691,188,88.55,2821,27,94.1,2360,114,31.85,2100,470,25.18,4172,113,25.92
353,Dey Inc,Chatura Shenoy,Kolkata,West Bengal,22.54830472664321,88.39269019882923,79,2486,94,57.35,1055,244,96.93,4854,154,72.31,4192,173,79.11,3522,67,58.54
354,Modi Group,Bina Bhavsar,Mumbai,Maharashtra,19.08684864126598,72.87838384318205,82,4123,104,48.78,1886,65,35.16,1222,136,74.5,4365,215,36.92,2171,365,91.66
355,Chatterjee and Sons,Guneet Hora,Hyderabad,Telangana,17.4058744697743,78.44031603805247,77,2685,7,62.89,3547,265,74.11,1782,166,80.17,1183,92,51.47,1416,178,35.05
356,"Deshmukh, Rama and Setty",Ganga Parikh,Mumbai,Maharashtra,19.04873573000961,72.86186745018969,96,4940,66,77.39,2927,381,27.38,1113,320,60.29,3583,259,25.13,1417,124,46.5
357,Zachariah-Saini,Wahab Chaudhry,Jaipur,Rajasthan,26.871164274676385,75.8309957823031,82,1508,495,55.49,2504,469,78.36,3831,198,91.52,4489,421,38.1,1633,396,51.69
358,"Dubey, Sachdeva and Chaudhary",Ekaraj Hari,Jaipur,Rajasthan,26.91337242467517,75.8198286108233,54,4283,190,95.11,2430,204,47.78,3616,473,94.91,832,62,83.43,2336,312,66.9
359,Reddy-Mammen,Vedika Seshadri,Pune,Maharashtra,18.564638701910223,73.89403366617239,97,4798,365,43.6,2663,57,74.48,2478,70,84.59,2271,28,84.35,2638,310,93.54
360,Prabhakar and Sons,Damini Dua,Kolkata,West Bengal,22.61453919732144,88.36359634829059,68,4787,255,58.04,4367,200,49.83,1312,499,70.85,4700,274,36.57,4507,337,51.56
361,Saxena-Keer,Diya Sangha,Kolkata,West Bengal,22.579257536217142,88.35300427630582,53,2552,8,80.55,2926,224,31.65,2286,6,44.3,3221,346,46.87,2405,362,25.53
362,Chaudhary-Pillai,Aayush Munshi,Mumbai,Maharashtra,19.03763663978855,72.90944497084912,84,3808,477,75.13,4293,141,52.49,830,199,98.64,1306,284,30.74,4489,411,47.84
363,"Parmer, Bhat and Rao",Timothy Sarin,Bangalore,Karnataka,12.989030380640905,77.59784811925594,98,2216,116,89.09,3013,380,29.01,2712,335,41.93,1564,483,25.93,3985,357,35.21
364,Gupta-Das,Jagvi Desai,Kolkata,West Bengal,22.53672780492755,88.33509824909022,66,810,266,99.74,4303,367,66.15,1716,66,36.21,1388,418,99.37,2620,232,72.14
365,Chand-Kala,Varsha Shere,Jaipur,Rajasthan,26.894652797784644,75.73958938249761,93,1760,98,54.15,2827,83,23.28,4982,492,55.37,3423,371,72.45,3232,427,22.34
366,"Bail, Bedi and Nath",Jagrati Mody,Delhi,Delhi,28.586261443449633,77.25473228878946,77,4432,484,28.89,1117,142,62.19,3837,137,24.55,820,69,63.37,3269,146,43.35
367,Dass PLC,Ikbal Gill,Delhi,Delhi,28.627997207734534,77.24124805636345,79,3768,297,22.43,2665,351,90.91,2875,241,98.28,4457,378,81.24,1821,429,63.61
368,Biswas PLC,Avni Dey,Jaipur,Rajasthan,26.910335444013786,75.7686727691194,78,1084,396,78.15,3808,32,87.03,1740,454,67.07,2882,278,87.21,4216,110,42.19
369,Kalita and Sons,Adya Bose,Mumbai,Maharashtra,19.0866252937751,72.9041809800903,95,3299,163,89.92,1492,400,90.62,819,212,64.56,3731,230,84.54,3854,362,64.08
370,Divan-Agate,Anirudh Tripathi,Hyderabad,Telangana,17.385256607646348,78.47656630277723,55,859,375,37.66,1877,151,93.76,4994,180,72.46,2811,301,21.32,2028,357,29.18
371,Dhillon-De,Nidhi Kala,Jaipur,Rajasthan,26.929030688583506,75.74947619111254,84,3366,140,32.68,4881,157,28.36,2414,253,59.76,4101,254,34.94,1259,237,95.42
372,"Krishna, Ghosh and Choudhary",Abha Zacharia,Chennai,Tamil Nadu,13.035281190694949,80.23421662891549,90,2511,267,24.98,3674,445,30.3,4700,100,22.57,2000,171,72.39,3912,2,43.27
373,"Bal, Deep and Aurora",Manthan Pau,Hyderabad,Telangana,17.34299653943593,78.51437236304717,86,4506,36,85.82,1805,140,64.56,829,350,68.98,2068,431,50.06,1857,210,93.84
374,Khanna-Naik,Udant Mannan,Hyderabad,Telangana,17.378951168863292,78.44726646842618,73,2125,73,44.91,3578,445,91.52,1159,86,77.29,3781,179,98.6,2690,403,46.07
375,Ghosh LLC,Ucchal Thaker,Kolkata,West Bengal,22.52263325061205,88.31566878096133,78,3264,72,52.14,3186,250,97.95,4188,184,53.34,2019,263,73.23,3981,24,82.55
376,Date Ltd,Mekhala Patla,Delhi,Delhi,28.628920109239818,77.17420248531286,98,1390,307,60.22,3483,302,23.7,3618,90,80.58,2418,182,96.52,1448,330,39.69
377,Vora-Comar,William Gandhi,Bangalore,Karnataka,12.97804410906789,77.56377824555919,95,1231,198,87.16,3023,111,48.46,2472,247,38.16,4589,321,36.12,2579,183,73.58
378,"Bhatt, Soni and Sen",Sanaya Dutta,Jaipur,Rajasthan,26.86821637955055,75.83678663171698,80,4461,129,72.07,4082,143,37.03,2293,213,37.7,2365,204,89.12,2266,464,45.9
379,Varghese-Chopra,Madhav Sule,Ahmedabad,Gujarat,23.002235504823684,72.56443371775089,84,3004,245,69.21,1985,449,80.48,3718,358,32.91,1905,423,45.71,527,60,60.73
380,Thakur-Kant,Banjeet Kanda,Jaipur,Rajasthan,26.876624936868723,75.74943849394225,82,1114,311,34.05,2600,208,71.22,3033,248,49.76,3223,248,99.17,2970,122,73.91
381,"Bassi, Verma and Mitra",Vincent Bhatnagar,Bangalore,Karnataka,12.939376638785125,77.61376180555693,70,4306,59,61.06,4215,223,29.59,2957,125,87.76,504,212,32.62,3038,496,67.11
382,Balasubramanian-Bhat,Kala Kaur,Mumbai,Maharashtra,19.07694221281498,72.9273696853853,81,2219,278,77.23,2501,42,58.68,3600,410,86.23,1668,158,61.31,659,54,66.1
383,Ratti-Sandhu,Samuel Vasa,Mumbai,Maharashtra,19.04926455385627,72.84978026297857,72,2087,102,97.86,1887,263,74.84,4866,437,50.63,2898,499,83.43,3392,162,25.25
384,"Chokshi, Swaminathan and Sawhney",Lipika Singh,Hyderabad,Telangana,17.400572367256167,78.52150158852494,82,2111,295,36.11,3683,243,82.32,3233,368,67.13,3130,431,54.61,4613,461,39.93
385,Buch LLC,Chakradhar Baral,Delhi,Delhi,28.57697103767402,77.24766042152405,52,1396,319,20.76,1530,2,21.6,4980,3,77.67,847,99,57.45,4222,186,65.75
386,"Divan, Bhatti and Date",Harshil Verma,Bangalore,Karnataka,12.95837593508773,77.5860129752529,67,777,486,26.02,2265,124,91.24,4655,87,39.3,4720,316,98.91,4231,38,21.47
387,Nair-Raj,Adya Ghosh,Pune,Maharashtra,18.543761438056137,73.88363048936414,74,2136,340,50.07,1720,267,65.54,719,150,33.45,2313,111,54.02,2971,184,40.05
388,"Wali, Menon and Setty",Kritika Pau,Pune,Maharashtra,18.512015399817976,73.85483441516354,91,2658,150,85.64,4306,83,84.95,3318,175,97.77,3842,307,68.33,2070,82,38.33
389,"Sani, Chaudhary and Contractor",Zansi Krishnamurthy,Kolkata,West Bengal,22.601633773586016,88.37211482297799,80,2932,156,20.57,2914,15,84.64,2406,210,69.4,3074,165,24.36,1336,194,39.99
390,"Kale, Sani and Seth",Udant Varty,Pune,Maharashtra,18.4841109705729,73.86023101314527,52,4404,205,56.54,4845,333,35.19,3111,425,98.51,4325,474,87.38,4438,33,62.85
391,Sachdev LLC,Ira Pai,Mumbai,Maharashtra,19.05835003949115,72.91113033659548,89,3762,473,46.34,2118,463,28.81,3093,258,47.02,552,35,71.85,2786,112,66.56
392,Rastogi-Sagar,Vasatika Ahuja,Chennai,Tamil Nadu,13.05258562777753,80.22716166798442,95,1949,178,24.2,1763,58,77.7,595,90,76.24,648,111,52.32,3905,424,92.72
393,"Chandran, Munshi and Sane",Ria Gandhi,Hyderabad,Telangana,17.372140856765014,78.46328511366544,73,1732,196,56.02,1371,176,32.51,1488,258,37.81,1002,86,21.29,3170,405,50.88
394,Kumer-Prasad,Faraj Varkey,Chennai,Tamil Nadu,13.117135708273963,80.23050825807843,99,4617,222,40.38,1334,62,87.99,1612,411,40.9,1369,182,67.33,4612,229,94.13
395,Som Inc,Siddharth Doctor,Lucknow,Uttar Pradesh,26.809419976268742,80.98266603921405,81,1177,88,48.15,3322,445,78.1,2778,190,60.95,4021,84,21.01,4855,282,72.16
396,Chada Inc,Nakul Pathak,Delhi,Delhi,28.61150181293688,77.19658882851458,96,3158,286,76.45,1418,490,87.35,745,80,45.57,4814,268,20.1,2127,404,93.01
397,Char-Pradhan,Victor Sachdeva,Hyderabad,Telangana,17.420956523164698,78.47593937215285,71,2528,433,61.72,2224,48,43.92,2658,414,33.41,4371,164,69.29,2366,424,86.68
398,Bhasin PLC,Ishaan Subramaniam,Lucknow,Uttar Pradesh,26.885908468894023,80.9917334686504,72,4258,275,29.97,2913,306,45.33,4829,137,41.03,1800,302,35.12,704,286,75.01
399,"Narayan, Das and Roy",Varenya Kade,Mumbai,Maharashtra,19.091869214620743,72.92198311414133,51,2537,235,96.91,1813,245,73.7,3849,432,22.86,2999,89,35.35,4079,154,48.49
400,Sampath-Behl,Nirja Bains,Delhi,Delhi,28.60766031240554,77.1844670622046,76,3149,182,70.87,4998,288,22.52,3225,469,76.35,4533,487,72.26,3674,164,39.29
401,Muni-Pandey,Caleb Datta,Lucknow,Uttar Pradesh,26.88973188848378,80.92150584328009,91,1156,208,81.27,2605,285,78.12,4577,349,59.37,3789,454,24.3,1291,449,37.79
402,Tripathi and Sons,Krish Vala,Ahmedabad,Gujarat,23.018647746462474,72.58512014768083,51,665,492,26.34,3068,442,86.86,3166,125,27.54,4353,237,45.07,4592,181,96.17
403,Subramaniam and Sons,Manan Bhalla,Delhi,Delhi,28.60253489098483,77.20401244324198,75,1089,129,23.76,1638,331,53.21,3699,368,33.74,2951,486,31.95,4247,238,96.69
404,Palla PLC,Aarna Gole,Mumbai,Maharashtra,19.087393358476007,72.83436520405607,66,3321,152,21.56,709,14,81.19,3254,404,28.2,4885,21,66.41,1605,136,77.99
405,Contractor-Mallick,Anirudh Mander,Ahmedabad,Gujarat,23.06074594404561,72.53196934799062,89,4758,12,35.1,1564,337,33.97,1917,355,69.01,838,166,72.94,1590,338,90.7
406,"Kara, Sanghvi and Bal",Tarak Sen,Mumbai,Maharashtra,19.070327308744364,72.83248308203942,82,1762,121,53.15,2720,254,45.78,1154,308,27.54,3324,214,77.69,2107,425,93.52
407,"Loke, Balakrishnan and Gole",Vasatika Garde,Ahmedabad,Gujarat,22.98097920160458,72.59303233880627,58,571,358,94.87,733,91,97.94,2942,342,80.34,2193,57,40.42,2339,419,60.92
408,More-Nori,Nirja Dhar,Bangalore,Karnataka,12.928725672776526,77.54581084752348,92,4016,219,56.56,1292,278,98.91,610,229,21.64,1486,29,27.14,3897,265,70.32
409,Ahuja-Golla,Yasti Lalla,Chennai,Tamil Nadu,13.083557928944758,80.25945952314828,97,4080,105,43.22,3610,205,61.01,589,459,39.95,3990,401,26.29,566,186,53.5
410,Rattan Inc,Hema Setty,Hyderabad,Telangana,17.369970322974588,78.51416535311812,88,768,374,64.95,2666,93,94.74,1262,344,91.25,3233,105,54.09,1778,39,53.48
411,Balasubramanian Inc,Victor Radhakrishnan,Pune,Maharashtra,18.548784267676766,73.8421841360257,78,2276,69,28.95,834,224,61.82,3672,309,77.48,4267,401,95.67,4658,309,23.07
412,"Wali, Kale and Puri",Kevin Chopra,Lucknow,Uttar Pradesh,26.806539564971338,80.96223027197014,91,2962,194,68.76,1859,300,43.33,2679,440,25.84,4576,493,37.42,1313,492,54.71
413,Setty-Om,Samaksh Virk,Ahmedabad,Gujarat,22.999004642832503,72.52349449610308,75,1768,185,65.47,1714,317,41.35,3004,19,85.69,2506,329,40.54,902,166,73.88
414,Pingle LLC,Mason Char,Mumbai,Maharashtra,19.05554447774774,72.90462231478382,84,1515,98,83.36,4919,462,94.36,1964,368,59.44,3607,166,28.07,2502,390,53.76
415,"Nair, Chad and Ben",Vamakshi Barad,Jaipur,Rajasthan,26.959999084959883,75.80403503980465,99,3222,81,98.94,783,198,33.8,597,48,87.74,4968,349,68.45,4666,259,89.79
416,Dugar PLC,Girik Subramaniam,Bangalore,Karnataka,12.93373864181594,77.60610129680389,74,1583,74,40.07,712,270,66.37,792,489,68.06,3830,153,74.39,3425,142,46.61
417,Bumb LLC,Aarav Sankar,Jaipur,Rajasthan,26.926790425354113,75.79033021332492,73,4601,373,60.77,2158,499,64.44,2339,134,74.55,3541,326,71.43,3493,203,30.61
418,Samra-Sunder,Kamala Bassi,Delhi,Delhi,28.596121550344463,77.17152335704328,62,906,339,92.71,4578,233,79.17,2234,28,99.48,1030,6,88.89,1586,175,84.92
419,"Sathe, Sachdeva and Mahajan",Veer Subramaniam,Ahmedabad,Gujarat,22.983895663471433,72.57000155029775,56,3576,191,82.82,1917,45,59.94,3119,47,38.59,1423,196,58.91,4840,261,73.92
420,Vala Inc,Inaya Chaudhari,Delhi,Delhi,28.57670957463662,77.19282675059945,85,1485,324,58.99,2886,63,41.78,2696,476,69.92,4618,320,30.76,3066,251,39.35
